"ID";"TravelMotives";"Population";"TravelModes";"Margins";"RegionCharacteristics";"Periods";"Trips_1";"DistanceTravelled_2";"TimeTravelled_3";"Trips_4";"DistanceTravelled_5";"TimeTravelled_6"
"7524";"2030170";"A048710";"A018985";"MBG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7529";"2030170";"A048710";"A018985";"MBG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7534";"2030170";"A048710";"A018985";"MBG0095";"PV25    ";"2022JJ00";"    0.02";"    0.04";"    0.26";"       9";"      15";"     1.6"
"7539";"2030170";"A048710";"A018985";"MBG0095";"PV26    ";"2022JJ00";"    0.02";"    0.05";"    0.31";"       9";"      18";"     1.9"
"7544";"2030170";"A048710";"A018985";"MBG0095";"PV27    ";"2022JJ00";"    0.03";"    0.06";"    0.35";"      10";"      22";"     2.1"
"7549";"2030170";"A048710";"A018985";"MBG0095";"PV28    ";"2022JJ00";"    0.03";"    0.07";"    0.45";"      10";"      24";"     2.7"
"7554";"2030170";"A048710";"A018985";"MBG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7559";"2030170";"A048710";"A018985";"MBG0095";"PV30    ";"2022JJ00";"    0.02";"    0.04";"    0.31";"       9";"      15";"     1.9"
"7564";"2030170";"A048710";"A018985";"MBG0095";"PV31    ";"2022JJ00";"    0.04";"    0.05";"    0.40";"      13";"      18";"     2.4"
"7569";"2030170";"A048710";"A018985";"MBG0095";"1018850 ";"2022JJ00";"    0.03";"    0.07";"    0.42";"      10";"      26";"     2.6"
"7574";"2030170";"A048710";"A018985";"MBG0095";"1018905 ";"2022JJ00";"    0.02";"    0.05";"    0.31";"       9";"      17";"     1.9"
"7579";"2030170";"A048710";"A018985";"MBG0095";"1018955 ";"2022JJ00";"    0.03";"    0.04";"    0.37";"      10";"      16";"     2.3"
"7584";"2030170";"A048710";"A018985";"MBG0095";"1019005 ";"2022JJ00";"    0.02";"    0.03";"       .";"       8";"      11";"       ."
"7589";"2030170";"A048710";"A018985";"MBG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8254";"2030170";"A048709";"A048583";"MW00000";"NL01    ";"2022JJ00";"    0.22";"    5.26";"    6.54";"      80";"    1919";"    39.8"
"8259";"2030170";"A048709";"A048583";"MW00000";"LD01    ";"2022JJ00";"    0.24";"    5.77";"    6.58";"      87";"    2105";"    40.0"
"8264";"2030170";"A048709";"A048583";"MW00000";"LD02    ";"2022JJ00";"    0.24";"    6.16";"    7.31";"      87";"    2248";"    44.5"
"8269";"2030170";"A048709";"A048583";"MW00000";"LD03    ";"2022JJ00";"    0.19";"    4.46";"    5.86";"      69";"    1628";"    35.7"
"8274";"2030170";"A048709";"A048583";"MW00000";"LD04    ";"2022JJ00";"    0.26";"    5.91";"    7.30";"      96";"    2156";"    44.4"
"8279";"2030170";"A048709";"A048583";"MW00000";"PV20    ";"2022JJ00";"    0.20";"    4.98";"    5.82";"      72";"    1818";"    35.4"
"8284";"2030170";"A048709";"A048583";"MW00000";"PV21    ";"2022JJ00";"    0.26";"    6.87";"    7.59";"      96";"    2507";"    46.2"
"8289";"2030170";"A048709";"A048583";"MW00000";"PV22    ";"2022JJ00";"    0.26";"    5.26";"    6.16";"      94";"    1919";"    37.5"
"8294";"2030170";"A048709";"A048583";"MW00000";"PV23    ";"2022JJ00";"    0.24";"    5.79";"    6.81";"      87";"    2113";"    41.4"
"8299";"2030170";"A048709";"A048583";"MW00000";"PV24    ";"2022JJ00";"    0.26";"    7.56";"    8.34";"      94";"    2760";"    50.7"
"8304";"2030170";"A048709";"A048583";"MW00000";"PV25    ";"2022JJ00";"    0.24";"    6.08";"    7.38";"      86";"    2220";"    44.9"
"8309";"2030170";"A048709";"A048583";"MW00000";"PV26    ";"2022JJ00";"    0.19";"    4.96";"    6.02";"      71";"    1810";"    36.6"
"8314";"2030170";"A048709";"A048583";"MW00000";"PV27    ";"2022JJ00";"    0.17";"    4.17";"    5.30";"      62";"    1523";"    32.2"
"8319";"2030170";"A048709";"A048583";"MW00000";"PV28    ";"2022JJ00";"    0.19";"    4.35";"    6.16";"      70";"    1586";"    37.5"
"8324";"2030170";"A048709";"A048583";"MW00000";"PV29    ";"2022JJ00";"    0.27";"    6.03";"    6.71";"     100";"    2202";"    40.8"
"8329";"2030170";"A048709";"A048583";"MW00000";"PV30    ";"2022JJ00";"    0.27";"    6.03";"    7.52";"      97";"    2202";"    45.8"
"8334";"2030170";"A048709";"A048583";"MW00000";"PV31    ";"2022JJ00";"    0.26";"    5.62";"    6.80";"      95";"    2050";"    41.4"
"8339";"2030170";"A048709";"A048583";"MW00000";"1018850 ";"2022JJ00";"    0.14";"    3.32";"    4.54";"      52";"    1212";"    27.6"
"8344";"2030170";"A048709";"A048583";"MW00000";"1018905 ";"2022JJ00";"    0.22";"    5.53";"    6.80";"      81";"    2017";"    41.4"
"8349";"2030170";"A048709";"A048583";"MW00000";"1018955 ";"2022JJ00";"    0.24";"    5.70";"    7.13";"      88";"    2082";"    43.4"
"8354";"2030170";"A048709";"A048583";"MW00000";"1019005 ";"2022JJ00";"    0.28";"    6.73";"    8.04";"     104";"    2455";"    48.9"
"8359";"2030170";"A048709";"A048583";"MW00000";"1019052 ";"2022JJ00";"    0.27";"    5.85";"    7.02";"      97";"    2135";"    42.7"
"8364";"2030170";"A048709";"A048583";"MOG0095";"NL01    ";"2022JJ00";"    0.21";"    5.06";"    6.33";"      78";"    1848";"    38.5"
"8369";"2030170";"A048709";"A048583";"MOG0095";"LD01    ";"2022JJ00";"    0.22";"    5.09";"    5.88";"      79";"    1856";"    35.8"
"8374";"2030170";"A048709";"A048583";"MOG0095";"LD02    ";"2022JJ00";"    0.23";"    5.68";"    6.79";"      83";"    2072";"    41.3"
"8379";"2030170";"A048709";"A048583";"MOG0095";"LD03    ";"2022JJ00";"    0.18";"    4.24";"    5.60";"      66";"    1547";"    34.1"
"8384";"2030170";"A048709";"A048583";"MOG0095";"LD04    ";"2022JJ00";"    0.25";"    5.42";"    6.76";"      91";"    1979";"    41.1"
"8389";"2030170";"A048709";"A048583";"MOG0095";"PV20    ";"2022JJ00";"    0.17";"    3.80";"    4.66";"      60";"    1387";"    28.4"
"8394";"2030170";"A048709";"A048583";"MOG0095";"PV21    ";"2022JJ00";"    0.23";"    5.62";"    6.26";"      82";"    2051";"    38.1"
"8399";"2030170";"A048709";"A048583";"MOG0095";"PV22    ";"2022JJ00";"    0.21";"    4.23";"    5.11";"      78";"    1545";"    31.1"
"8404";"2030170";"A048709";"A048583";"MOG0095";"PV23    ";"2022JJ00";"    0.21";"    4.88";"    5.95";"      78";"    1781";"    36.2"
"8409";"2030170";"A048709";"A048583";"MOG0095";"PV24    ";"2022JJ00";"    0.22";"    6.27";"    7.02";"      82";"    2289";"    42.7"
"8414";"2030170";"A048709";"A048583";"MOG0095";"PV25    ";"2022JJ00";"    0.22";"    5.45";"    6.66";"      80";"    1990";"    40.5"
"8419";"2030170";"A048709";"A048583";"MOG0095";"PV26    ";"2022JJ00";"    0.18";"    4.49";"    5.52";"      66";"    1640";"    33.6"
"8424";"2030170";"A048709";"A048583";"MOG0095";"PV27    ";"2022JJ00";"    0.16";"    3.77";"    4.83";"      58";"    1377";"    29.4"
"8429";"2030170";"A048709";"A048583";"MOG0095";"PV28    ";"2022JJ00";"    0.18";"    4.02";"    5.75";"      66";"    1468";"    35.0"
"8434";"2030170";"A048709";"A048583";"MOG0095";"PV29    ";"2022JJ00";"    0.23";"    4.68";"    5.40";"      83";"    1707";"    32.9"
"8439";"2030170";"A048709";"A048583";"MOG0095";"PV30    ";"2022JJ00";"    0.25";"    5.44";"    6.83";"      90";"    1984";"    41.6"
"8444";"2030170";"A048709";"A048583";"MOG0095";"PV31    ";"2022JJ00";"    0.24";"    4.79";"    5.96";"      86";"    1749";"    36.2"
"8449";"2030170";"A048709";"A048583";"MOG0095";"1018850 ";"2022JJ00";"    0.13";"    3.05";"    4.23";"      49";"    1114";"    25.7"
"8454";"2030170";"A048709";"A048583";"MOG0095";"1018905 ";"2022JJ00";"    0.21";"    5.15";"    6.40";"      77";"    1879";"    39.0"
"8459";"2030170";"A048709";"A048583";"MOG0095";"1018955 ";"2022JJ00";"    0.23";"    5.21";"    6.52";"      82";"    1903";"    39.7"
"8464";"2030170";"A048709";"A048583";"MOG0095";"1019005 ";"2022JJ00";"    0.27";"    6.24";"    7.51";"      98";"    2276";"    45.7"
"8469";"2030170";"A048709";"A048583";"MOG0095";"1019052 ";"2022JJ00";"    0.24";"    5.16";"    6.28";"      88";"    1884";"    38.2"
"8474";"2030170";"A048709";"A048583";"MBG0095";"NL01    ";"2022JJ00";"    0.23";"    5.45";"    6.76";"      83";"    1989";"    41.1"
"8479";"2030170";"A048709";"A048583";"MBG0095";"LD01    ";"2022JJ00";"    0.26";"    6.45";"    7.29";"      95";"    2354";"    44.3"
"8484";"2030170";"A048709";"A048583";"MBG0095";"LD02    ";"2022JJ00";"    0.25";"    6.64";"    7.83";"      92";"    2425";"    47.6"
"8489";"2030170";"A048709";"A048583";"MBG0095";"LD03    ";"2022JJ00";"    0.20";"    4.68";"    6.12";"      71";"    1710";"    37.3"
"8494";"2030170";"A048709";"A048583";"MBG0095";"LD04    ";"2022JJ00";"    0.28";"    6.39";"    7.85";"     102";"    2333";"    47.7"
"8499";"2030170";"A048709";"A048583";"MBG0095";"PV20    ";"2022JJ00";"    0.23";"    6.16";"    6.98";"      84";"    2249";"    42.5"
"8504";"2030170";"A048709";"A048583";"MBG0095";"PV21    ";"2022JJ00";"    0.30";"    8.12";"    8.92";"     110";"    2962";"    54.3"
"8509";"2030170";"A048709";"A048583";"MBG0095";"PV22    ";"2022JJ00";"    0.30";"    6.28";"    7.20";"     109";"    2293";"    43.8"
"8514";"2030170";"A048709";"A048583";"MBG0095";"PV23    ";"2022JJ00";"    0.26";"    6.70";"    7.67";"      96";"    2445";"    46.6"
"8519";"2030170";"A048709";"A048583";"MBG0095";"PV24    ";"2022JJ00";"    0.29";"    8.85";"    9.65";"     107";"    3231";"    58.7"
"8524";"2030170";"A048709";"A048583";"MBG0095";"PV25    ";"2022JJ00";"    0.25";"    6.71";"    8.11";"      93";"    2450";"    49.3"
"8529";"2030170";"A048709";"A048583";"MBG0095";"PV26    ";"2022JJ00";"    0.21";"    5.42";"    6.51";"      76";"    1980";"    39.6"
"8534";"2030170";"A048709";"A048583";"MBG0095";"PV27    ";"2022JJ00";"    0.18";"    4.57";"    5.76";"      67";"    1669";"    35.0"
"8539";"2030170";"A048709";"A048583";"MBG0095";"PV28    ";"2022JJ00";"    0.20";"    4.67";"    6.57";"      74";"    1704";"    40.0"
"8544";"2030170";"A048709";"A048583";"MBG0095";"PV29    ";"2022JJ00";"    0.32";"    7.39";"    8.02";"     116";"    2698";"    48.8"
"8549";"2030170";"A048709";"A048583";"MBG0095";"PV30    ";"2022JJ00";"    0.28";"    6.63";"    8.21";"     103";"    2420";"    50.0"
"8554";"2030170";"A048709";"A048583";"MBG0095";"PV31    ";"2022JJ00";"    0.29";"    6.44";"    7.64";"     105";"    2352";"    46.5"
"8559";"2030170";"A048709";"A048583";"MBG0095";"1018850 ";"2022JJ00";"    0.15";"    3.59";"    4.86";"      55";"    1310";"    29.5"
"8564";"2030170";"A048709";"A048583";"MBG0095";"1018905 ";"2022JJ00";"    0.23";"    5.90";"    7.20";"      85";"    2155";"    43.8"
"8569";"2030170";"A048709";"A048583";"MBG0095";"1018955 ";"2022JJ00";"    0.26";"    6.19";"    7.75";"      93";"    2261";"    47.1"
"8574";"2030170";"A048709";"A048583";"MBG0095";"1019005 ";"2022JJ00";"    0.30";"    7.22";"    8.57";"     109";"    2635";"    52.2"
"8579";"2030170";"A048709";"A048583";"MBG0095";"1019052 ";"2022JJ00";"    0.29";"    6.54";"    7.76";"     106";"    2386";"    47.2"
"8584";"2030170";"A048709";"A048584";"MW00000";"NL01    ";"2022JJ00";"    0.01";"    0.27";"    0.37";"       5";"     100";"     2.2"
"8589";"2030170";"A048709";"A048584";"MW00000";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8594";"2030170";"A048709";"A048584";"MW00000";"LD02    ";"2022JJ00";"    0.02";"    0.37";"    0.48";"       6";"     136";"     2.9"
"8599";"2030170";"A048709";"A048584";"MW00000";"LD03    ";"2022JJ00";"    0.01";"    0.23";"    0.32";"       4";"      84";"     1.9"
"8604";"2030170";"A048709";"A048584";"MW00000";"LD04    ";"2022JJ00";"    0.01";"    0.22";"    0.34";"       5";"      81";"     2.1"
"8609";"2030170";"A048709";"A048584";"MW00000";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8614";"2030170";"A048709";"A048584";"MW00000";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8619";"2030170";"A048709";"A048584";"MW00000";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8624";"2030170";"A048709";"A048584";"MW00000";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8629";"2030170";"A048709";"A048584";"MW00000";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8634";"2030170";"A048709";"A048584";"MW00000";"PV25    ";"2022JJ00";"    0.02";"    0.43";"    0.53";"       6";"     157";"     3.2"
"8639";"2030170";"A048709";"A048584";"MW00000";"PV26    ";"2022JJ00";"    0.01";"    0.25";"    0.35";"       4";"      92";"     2.1"
"8644";"2030170";"A048709";"A048584";"MW00000";"PV27    ";"2022JJ00";"    0.01";"    0.22";"    0.30";"       4";"      82";"     1.8"
"8649";"2030170";"A048709";"A048584";"MW00000";"PV28    ";"2022JJ00";"    0.01";"    0.19";"    0.30";"       4";"      71";"     1.8"
"8654";"2030170";"A048709";"A048584";"MW00000";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8659";"2030170";"A048709";"A048584";"MW00000";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8664";"2030170";"A048709";"A048584";"MW00000";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8669";"2030170";"A048709";"A048584";"MW00000";"1018850 ";"2022JJ00";"    0.01";"    0.19";"    0.28";"       3";"      70";"     1.7"
"8674";"2030170";"A048709";"A048584";"MW00000";"1018905 ";"2022JJ00";"    0.01";"    0.25";"    0.37";"       5";"      90";"     2.3"
"8679";"2030170";"A048709";"A048584";"MW00000";"1018955 ";"2022JJ00";"    0.01";"       .";"    0.39";"       4";"       .";"     2.4"
"8684";"2030170";"A048709";"A048584";"MW00000";"1019005 ";"2022JJ00";"    0.02";"    0.32";"    0.43";"       6";"     116";"     2.6"
"8689";"2030170";"A048709";"A048584";"MW00000";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8694";"2030170";"A048709";"A048584";"MOG0095";"NL01    ";"2022JJ00";"    0.01";"    0.23";"    0.32";"       4";"      82";"     1.9"
"8699";"2030170";"A048709";"A048584";"MOG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8704";"2030170";"A048709";"A048584";"MOG0095";"LD02    ";"2022JJ00";"    0.01";"    0.25";"    0.34";"       4";"      91";"     2.1"
"8709";"2030170";"A048709";"A048584";"MOG0095";"LD03    ";"2022JJ00";"    0.01";"    0.18";"    0.26";"       3";"      65";"     1.6"
"8714";"2030170";"A048709";"A048584";"MOG0095";"LD04    ";"2022JJ00";"    0.01";"    0.13";"    0.22";"       3";"      46";"     1.3"
"8719";"2030170";"A048709";"A048584";"MOG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8724";"2030170";"A048709";"A048584";"MOG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8729";"2030170";"A048709";"A048584";"MOG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8734";"2030170";"A048709";"A048584";"MOG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8739";"2030170";"A048709";"A048584";"MOG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8744";"2030170";"A048709";"A048584";"MOG0095";"PV25    ";"2022JJ00";"    0.01";"    0.23";"    0.31";"       4";"      84";"     1.9"
"8749";"2030170";"A048709";"A048584";"MOG0095";"PV26    ";"2022JJ00";"    0.01";"    0.14";"    0.22";"       3";"      53";"     1.4"
"8754";"2030170";"A048709";"A048584";"MOG0095";"PV27    ";"2022JJ00";"    0.01";"    0.12";"    0.19";"       3";"      45";"     1.2"
"8759";"2030170";"A048709";"A048584";"MOG0095";"PV28    ";"2022JJ00";"    0.01";"    0.14";"    0.22";"       3";"      50";"     1.3"
"8764";"2030170";"A048709";"A048584";"MOG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8769";"2030170";"A048709";"A048584";"MOG0095";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8774";"2030170";"A048709";"A048584";"MOG0095";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8779";"2030170";"A048709";"A048584";"MOG0095";"1018850 ";"2022JJ00";"    0.01";"    0.13";"    0.21";"       2";"      49";"     1.3"
"8784";"2030170";"A048709";"A048584";"MOG0095";"1018905 ";"2022JJ00";"    0.01";"    0.17";"    0.27";"       4";"      61";"     1.6"
"8789";"2030170";"A048709";"A048584";"MOG0095";"1018955 ";"2022JJ00";"    0.01";"       .";"    0.24";"       3";"       .";"     1.5"
"8794";"2030170";"A048709";"A048584";"MOG0095";"1019005 ";"2022JJ00";"    0.01";"    0.22";"    0.31";"       4";"      79";"     1.9"
"8799";"2030170";"A048709";"A048584";"MOG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8804";"2030170";"A048709";"A048584";"MBG0095";"NL01    ";"2022JJ00";"    0.01";"    0.32";"    0.42";"       5";"     117";"     2.6"
"8809";"2030170";"A048709";"A048584";"MBG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8814";"2030170";"A048709";"A048584";"MBG0095";"LD02    ";"2022JJ00";"    0.02";"    0.50";"    0.62";"       7";"     181";"     3.8"
"8819";"2030170";"A048709";"A048584";"MBG0095";"LD03    ";"2022JJ00";"    0.01";"    0.28";"    0.38";"       5";"     103";"     2.3"
"8824";"2030170";"A048709";"A048584";"MBG0095";"LD04    ";"2022JJ00";"    0.02";"    0.32";"    0.45";"       6";"     116";"     2.8"
"8829";"2030170";"A048709";"A048584";"MBG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8834";"2030170";"A048709";"A048584";"MBG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8839";"2030170";"A048709";"A048584";"MBG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8844";"2030170";"A048709";"A048584";"MBG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8849";"2030170";"A048709";"A048584";"MBG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8854";"2030170";"A048709";"A048584";"MBG0095";"PV25    ";"2022JJ00";"    0.02";"    0.63";"    0.74";"       7";"     229";"     4.5"
"8859";"2030170";"A048709";"A048584";"MBG0095";"PV26    ";"2022JJ00";"    0.01";"    0.36";"    0.48";"       5";"     132";"     2.9"
"8864";"2030170";"A048709";"A048584";"MBG0095";"PV27    ";"2022JJ00";"    0.01";"    0.33";"    0.40";"       5";"     119";"     2.5"
"8869";"2030170";"A048709";"A048584";"MBG0095";"PV28    ";"2022JJ00";"    0.01";"    0.25";"    0.39";"       5";"      92";"     2.4"
"8874";"2030170";"A048709";"A048584";"MBG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8879";"2030170";"A048709";"A048584";"MBG0095";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8884";"2030170";"A048709";"A048584";"MBG0095";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8889";"2030170";"A048709";"A048584";"MBG0095";"1018850 ";"2022JJ00";"    0.01";"    0.25";"    0.36";"       4";"      90";"     2.2"
"8894";"2030170";"A048709";"A048584";"MBG0095";"1018905 ";"2022JJ00";"    0.02";"    0.33";"    0.48";"       6";"     119";"     2.9"
"8899";"2030170";"A048709";"A048584";"MBG0095";"1018955 ";"2022JJ00";"    0.02";"       .";"    0.55";"       6";"       .";"     3.3"
"8904";"2030170";"A048709";"A048584";"MBG0095";"1019005 ";"2022JJ00";"    0.02";"    0.42";"    0.54";"       7";"     153";"     3.3"
"8909";"2030170";"A048709";"A048584";"MBG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8914";"2030170";"A048709";"A018981";"MW00000";"NL01    ";"2022JJ00";"    0.02";"    0.77";"    1.28";"       7";"     280";"     7.8"
"8919";"2030170";"A048709";"A018981";"MW00000";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8924";"2030170";"A048709";"A018981";"MW00000";"LD02    ";"2022JJ00";"    0.02";"    0.82";"    1.27";"       6";"     300";"     7.7"
"8929";"2030170";"A048709";"A018981";"MW00000";"LD03    ";"2022JJ00";"    0.02";"    0.85";"    1.57";"       9";"     310";"     9.6"
"8934";"2030170";"A048709";"A018981";"MW00000";"LD04    ";"2022JJ00";"    0.01";"    0.59";"    0.82";"       4";"     216";"     5.0"
"8939";"2030170";"A048709";"A018981";"MW00000";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8944";"2030170";"A048709";"A018981";"MW00000";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8949";"2030170";"A048709";"A018981";"MW00000";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8954";"2030170";"A048709";"A018981";"MW00000";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8959";"2030170";"A048709";"A018981";"MW00000";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8964";"2030170";"A048709";"A018981";"MW00000";"PV25    ";"2022JJ00";"    0.02";"    0.97";"    1.52";"       7";"     355";"     9.3"
"8969";"2030170";"A048709";"A018981";"MW00000";"PV26    ";"2022JJ00";"    0.03";"    1.20";"    1.95";"      10";"     438";"    11.9"
"8974";"2030170";"A048709";"A018981";"MW00000";"PV27    ";"2022JJ00";"    0.02";"    0.88";"    1.63";"       9";"     321";"     9.9"
"8979";"2030170";"A048709";"A018981";"MW00000";"PV28    ";"2022JJ00";"    0.02";"    0.77";"    1.54";"       8";"     280";"     9.4"
"8984";"2030170";"A048709";"A018981";"MW00000";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8989";"2030170";"A048709";"A018981";"MW00000";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8994";"2030170";"A048709";"A018981";"MW00000";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"8999";"2030170";"A048709";"A018981";"MW00000";"1018850 ";"2022JJ00";"    0.03";"    1.19";"    2.07";"      11";"     434";"    12.6"
"9004";"2030170";"A048709";"A018981";"MW00000";"1018905 ";"2022JJ00";"    0.02";"    0.77";"    1.31";"       7";"     280";"     8.0"
"9009";"2030170";"A048709";"A018981";"MW00000";"1018955 ";"2022JJ00";"    0.01";"    0.52";"    0.85";"       5";"     189";"     5.2"
"9014";"2030170";"A048709";"A018981";"MW00000";"1019005 ";"2022JJ00";"    0.01";"    0.53";"    0.73";"       3";"     193";"     4.4"
"9019";"2030170";"A048709";"A018981";"MW00000";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9024";"2030170";"A048709";"A018981";"MOG0095";"NL01    ";"2022JJ00";"    0.02";"    0.68";"    1.15";"       6";"     248";"     7.0"
"9029";"2030170";"A048709";"A018981";"MOG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9034";"2030170";"A048709";"A018981";"MOG0095";"LD02    ";"2022JJ00";"    0.01";"    0.60";"    0.97";"       5";"     220";"     5.9"
"9039";"2030170";"A048709";"A018981";"MOG0095";"LD03    ";"2022JJ00";"    0.02";"    0.75";"    1.40";"       8";"     273";"     8.5"
"9044";"2030170";"A048709";"A018981";"MOG0095";"LD04    ";"2022JJ00";"    0.01";"    0.40";"    0.59";"       3";"     145";"     3.6"
"9049";"2030170";"A048709";"A018981";"MOG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9054";"2030170";"A048709";"A018981";"MOG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9059";"2030170";"A048709";"A018981";"MOG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9064";"2030170";"A048709";"A018981";"MOG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9069";"2030170";"A048709";"A018981";"MOG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9074";"2030170";"A048709";"A018981";"MOG0095";"PV25    ";"2022JJ00";"    0.01";"    0.65";"    1.09";"       5";"     237";"     6.6"
"9079";"2030170";"A048709";"A018981";"MOG0095";"PV26    ";"2022JJ00";"    0.02";"    0.97";"    1.59";"       9";"     354";"     9.7"
"9084";"2030170";"A048709";"A018981";"MOG0095";"PV27    ";"2022JJ00";"    0.02";"    0.68";"    1.28";"       7";"     248";"     7.8"
"9089";"2030170";"A048709";"A018981";"MOG0095";"PV28    ";"2022JJ00";"    0.02";"    0.63";"    1.28";"       7";"     230";"     7.8"
"9094";"2030170";"A048709";"A018981";"MOG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9099";"2030170";"A048709";"A018981";"MOG0095";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9104";"2030170";"A048709";"A018981";"MOG0095";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9109";"2030170";"A048709";"A018981";"MOG0095";"1018850 ";"2022JJ00";"    0.03";"    1.00";"    1.77";"      10";"     365";"    10.8"
"9114";"2030170";"A048709";"A018981";"MOG0095";"1018905 ";"2022JJ00";"    0.02";"    0.62";"    1.09";"       6";"     227";"     6.6"
"9119";"2030170";"A048709";"A018981";"MOG0095";"1018955 ";"2022JJ00";"    0.01";"    0.35";"    0.61";"       3";"     129";"     3.7"
"9124";"2030170";"A048709";"A018981";"MOG0095";"1019005 ";"2022JJ00";"    0.01";"    0.31";"    0.49";"       2";"     114";"     3.0"
"9129";"2030170";"A048709";"A018981";"MOG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9134";"2030170";"A048709";"A018981";"MBG0095";"NL01    ";"2022JJ00";"    0.02";"    0.85";"    1.40";"       7";"     311";"     8.5"
"9139";"2030170";"A048709";"A018981";"MBG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9144";"2030170";"A048709";"A018981";"MBG0095";"LD02    ";"2022JJ00";"    0.02";"    1.04";"    1.57";"       7";"     380";"     9.5"
