"ID";"TravelMotives";"Population";"TravelModes";"Margins";"RegionCharacteristics";"Periods";"Trips_1";"DistanceTravelled_2";"TimeTravelled_3";"Trips_4";"DistanceTravelled_5";"TimeTravelled_6"
"6544";"2030170";"A048710";"A018981";"MBG0095";"PV25    ";"2022JJ00";"    0.02";"    1.21";"    1.83";"       9";"     443";"    11.1"
"6549";"2030170";"A048710";"A018981";"MBG0095";"PV26    ";"2022JJ00";"    0.03";"    1.33";"    2.14";"      11";"     484";"    13.0"
"6554";"2030170";"A048710";"A018981";"MBG0095";"PV27    ";"2022JJ00";"    0.03";"    1.01";"    1.85";"      10";"     369";"    11.2"
"6559";"2030170";"A048710";"A018981";"MBG0095";"PV28    ";"2022JJ00";"    0.03";"    0.84";"    1.67";"       9";"     308";"    10.2"
"6564";"2030170";"A048710";"A018981";"MBG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6569";"2030170";"A048710";"A018981";"MBG0095";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6574";"2030170";"A048710";"A018981";"MBG0095";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6579";"2030170";"A048710";"A018981";"MBG0095";"1018850 ";"2022JJ00";"    0.03";"    1.29";"    2.21";"      12";"     471";"    13.4"
"6584";"2030170";"A048710";"A018981";"MBG0095";"1018905 ";"2022JJ00";"    0.02";"    0.85";"    1.43";"       7";"     309";"     8.7"
"6589";"2030170";"A048710";"A018981";"MBG0095";"1018955 ";"2022JJ00";"    0.02";"    0.64";"    1.01";"       5";"     232";"     6.2"
"6594";"2030170";"A048710";"A018981";"MBG0095";"1019005 ";"2022JJ00";"    0.01";"    0.69";"    0.91";"       4";"     253";"     5.5"
"6599";"2030170";"A048710";"A018981";"MBG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6604";"2030170";"A048710";"A018982";"MW00000";"NL01    ";"2022JJ00";"    0.01";"    0.19";"    0.54";"       4";"      70";"     3.3"
"6609";"2030170";"A048710";"A018982";"MW00000";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6614";"2030170";"A048710";"A018982";"MW00000";"LD02    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6619";"2030170";"A048710";"A018982";"MW00000";"LD03    ";"2022JJ00";"    0.02";"    0.29";"    0.86";"       7";"     105";"     5.2"
"6624";"2030170";"A048710";"A018982";"MW00000";"LD04    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6629";"2030170";"A048710";"A018982";"MW00000";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6634";"2030170";"A048710";"A018982";"MW00000";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6639";"2030170";"A048710";"A018982";"MW00000";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6644";"2030170";"A048710";"A018982";"MW00000";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6649";"2030170";"A048710";"A018982";"MW00000";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6654";"2030170";"A048710";"A018982";"MW00000";"PV25    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6659";"2030170";"A048710";"A018982";"MW00000";"PV26    ";"2022JJ00";"    0.01";"    0.17";"    0.49";"       4";"      63";"     3.0"
"6664";"2030170";"A048710";"A018982";"MW00000";"PV27    ";"2022JJ00";"    0.02";"    0.33";"    1.04";"       9";"     120";"     6.4"
"6669";"2030170";"A048710";"A018982";"MW00000";"PV28    ";"2022JJ00";"    0.02";"    0.33";"    0.94";"       8";"     120";"     5.7"
"6674";"2030170";"A048710";"A018982";"MW00000";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6679";"2030170";"A048710";"A018982";"MW00000";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6684";"2030170";"A048710";"A018982";"MW00000";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6689";"2030170";"A048710";"A018982";"MW00000";"1018850 ";"2022JJ00";"    0.03";"    0.33";"    1.13";"      10";"     119";"     6.9"
"6694";"2030170";"A048710";"A018982";"MW00000";"1018905 ";"2022JJ00";"    0.01";"    0.19";"    0.46";"       4";"      69";"     2.8"
"6699";"2030170";"A048710";"A018982";"MW00000";"1018955 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6704";"2030170";"A048710";"A018982";"MW00000";"1019005 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6709";"2030170";"A048710";"A018982";"MW00000";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6714";"2030170";"A048710";"A018982";"MOG0095";"NL01    ";"2022JJ00";"    0.01";"    0.17";"    0.47";"       4";"      62";"     2.9"
"6719";"2030170";"A048710";"A018982";"MOG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6724";"2030170";"A048710";"A018982";"MOG0095";"LD02    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6729";"2030170";"A048710";"A018982";"MOG0095";"LD03    ";"2022JJ00";"    0.02";"    0.25";"    0.75";"       6";"      93";"     4.5"
"6734";"2030170";"A048710";"A018982";"MOG0095";"LD04    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6739";"2030170";"A048710";"A018982";"MOG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6744";"2030170";"A048710";"A018982";"MOG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6749";"2030170";"A048710";"A018982";"MOG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6754";"2030170";"A048710";"A018982";"MOG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6759";"2030170";"A048710";"A018982";"MOG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6764";"2030170";"A048710";"A018982";"MOG0095";"PV25    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6769";"2030170";"A048710";"A018982";"MOG0095";"PV26    ";"2022JJ00";"    0.01";"    0.13";"    0.32";"       3";"      46";"     2.0"
"6774";"2030170";"A048710";"A018982";"MOG0095";"PV27    ";"2022JJ00";"    0.02";"    0.27";"    0.83";"       7";"      97";"     5.0"
"6779";"2030170";"A048710";"A018982";"MOG0095";"PV28    ";"2022JJ00";"    0.02";"    0.27";"    0.76";"       7";"      98";"     4.6"
"6784";"2030170";"A048710";"A018982";"MOG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6789";"2030170";"A048710";"A018982";"MOG0095";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6794";"2030170";"A048710";"A018982";"MOG0095";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6799";"2030170";"A048710";"A018982";"MOG0095";"1018850 ";"2022JJ00";"    0.02";"    0.28";"    0.95";"       9";"     102";"     5.8"
"6804";"2030170";"A048710";"A018982";"MOG0095";"1018905 ";"2022JJ00";"    0.01";"    0.15";"    0.35";"       3";"      54";"     2.2"
"6809";"2030170";"A048710";"A018982";"MOG0095";"1018955 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6814";"2030170";"A048710";"A018982";"MOG0095";"1019005 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6819";"2030170";"A048710";"A018982";"MOG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6824";"2030170";"A048710";"A018982";"MBG0095";"NL01    ";"2022JJ00";"    0.01";"    0.21";"    0.60";"       5";"      77";"     3.7"
"6829";"2030170";"A048710";"A018982";"MBG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6834";"2030170";"A048710";"A018982";"MBG0095";"LD02    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6839";"2030170";"A048710";"A018982";"MBG0095";"LD03    ";"2022JJ00";"    0.02";"    0.32";"    0.97";"       8";"     118";"     5.9"
"6844";"2030170";"A048710";"A018982";"MBG0095";"LD04    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6849";"2030170";"A048710";"A018982";"MBG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6854";"2030170";"A048710";"A018982";"MBG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6859";"2030170";"A048710";"A018982";"MBG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6864";"2030170";"A048710";"A018982";"MBG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6869";"2030170";"A048710";"A018982";"MBG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6874";"2030170";"A048710";"A018982";"MBG0095";"PV25    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6879";"2030170";"A048710";"A018982";"MBG0095";"PV26    ";"2022JJ00";"    0.02";"    0.22";"    0.65";"       6";"      80";"     4.0"
"6884";"2030170";"A048710";"A018982";"MBG0095";"PV27    ";"2022JJ00";"    0.03";"    0.39";"    1.26";"      10";"     144";"     7.7"
"6889";"2030170";"A048710";"A018982";"MBG0095";"PV28    ";"2022JJ00";"    0.02";"    0.39";"    1.12";"       9";"     142";"     6.8"
"6894";"2030170";"A048710";"A018982";"MBG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6899";"2030170";"A048710";"A018982";"MBG0095";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6904";"2030170";"A048710";"A018982";"MBG0095";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6909";"2030170";"A048710";"A018982";"MBG0095";"1018850 ";"2022JJ00";"    0.03";"    0.37";"    1.30";"      11";"     136";"     7.9"
"6914";"2030170";"A048710";"A018982";"MBG0095";"1018905 ";"2022JJ00";"    0.01";"    0.23";"    0.57";"       4";"      85";"     3.5"
"6919";"2030170";"A048710";"A018982";"MBG0095";"1018955 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6924";"2030170";"A048710";"A018982";"MBG0095";"1019005 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6929";"2030170";"A048710";"A018982";"MBG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"6934";"2030170";"A048710";"A018984";"MW00000";"NL01    ";"2022JJ00";"    0.12";"    0.55";"    2.30";"      43";"     202";"    14.0"
"6939";"2030170";"A048710";"A018984";"MW00000";"LD01    ";"2022JJ00";"    0.12";"    0.49";"    1.99";"      44";"     180";"    12.1"
"6944";"2030170";"A048710";"A018984";"MW00000";"LD02    ";"2022JJ00";"    0.13";"    0.59";"    2.32";"      48";"     214";"    14.1"
"6949";"2030170";"A048710";"A018984";"MW00000";"LD03    ";"2022JJ00";"    0.12";"    0.56";"    2.37";"      42";"     204";"    14.4"
"6954";"2030170";"A048710";"A018984";"MW00000";"LD04    ";"2022JJ00";"    0.11";"    0.54";"    2.26";"      41";"     196";"    13.8"
"6959";"2030170";"A048710";"A018984";"MW00000";"PV20    ";"2022JJ00";"    0.14";"    0.62";"    2.63";"      53";"     225";"    16.0"
"6964";"2030170";"A048710";"A018984";"MW00000";"PV21    ";"2022JJ00";"    0.11";"    0.38";"    1.56";"      41";"     140";"     9.5"
"6969";"2030170";"A048710";"A018984";"MW00000";"PV22    ";"2022JJ00";"    0.10";"    0.49";"    1.81";"      37";"     178";"    11.0"
"6974";"2030170";"A048710";"A018984";"MW00000";"PV23    ";"2022JJ00";"    0.15";"    0.66";"    2.59";"      54";"     240";"    15.8"
"6979";"2030170";"A048710";"A018984";"MW00000";"PV24    ";"2022JJ00";"    0.08";"    0.32";"    1.21";"      30";"     118";"     7.4"
"6984";"2030170";"A048710";"A018984";"MW00000";"PV25    ";"2022JJ00";"    0.13";"    0.60";"    2.40";"      49";"     219";"    14.6"
"6989";"2030170";"A048710";"A018984";"MW00000";"PV26    ";"2022JJ00";"    0.12";"    0.58";"    2.33";"      43";"     213";"    14.2"
"6994";"2030170";"A048710";"A018984";"MW00000";"PV27    ";"2022JJ00";"    0.12";"    0.57";"    2.57";"      45";"     210";"    15.6"
"6999";"2030170";"A048710";"A018984";"MW00000";"PV28    ";"2022JJ00";"    0.11";"    0.55";"    2.28";"      41";"     202";"    13.9"
"7004";"2030170";"A048710";"A018984";"MW00000";"PV29    ";"2022JJ00";"    0.10";"    0.41";"    1.89";"      37";"     148";"    11.5"
"7009";"2030170";"A048710";"A018984";"MW00000";"PV30    ";"2022JJ00";"    0.12";"    0.57";"    2.23";"      43";"     208";"    13.6"
"7014";"2030170";"A048710";"A018984";"MW00000";"PV31    ";"2022JJ00";"    0.09";"    0.46";"    2.33";"      34";"     169";"    14.2"
"7019";"2030170";"A048710";"A018984";"MW00000";"1018850 ";"2022JJ00";"    0.14";"    0.65";"    2.86";"      50";"     237";"    17.4"
"7024";"2030170";"A048710";"A018984";"MW00000";"1018905 ";"2022JJ00";"    0.11";"    0.52";"    2.19";"      41";"     191";"    13.3"
"7029";"2030170";"A048710";"A018984";"MW00000";"1018955 ";"2022JJ00";"    0.12";"    0.55";"    2.24";"      45";"     202";"    13.6"
"7034";"2030170";"A048710";"A018984";"MW00000";"1019005 ";"2022JJ00";"    0.11";"    0.52";"    2.02";"      40";"     189";"    12.3"
"7039";"2030170";"A048710";"A018984";"MW00000";"1019052 ";"2022JJ00";"    0.10";"    0.43";"    1.65";"      36";"     157";"    10.0"
"7044";"2030170";"A048710";"A018984";"MOG0095";"NL01    ";"2022JJ00";"    0.11";"    0.53";"    2.19";"      42";"     193";"    13.3"
"7049";"2030170";"A048710";"A018984";"MOG0095";"LD01    ";"2022JJ00";"    0.11";"    0.41";"    1.70";"      39";"     151";"    10.4"
"7054";"2030170";"A048710";"A018984";"MOG0095";"LD02    ";"2022JJ00";"    0.12";"    0.53";"    2.09";"      44";"     193";"    12.7"
"7059";"2030170";"A048710";"A018984";"MOG0095";"LD03    ";"2022JJ00";"    0.11";"    0.53";"    2.23";"      40";"     192";"    13.5"
"7064";"2030170";"A048710";"A018984";"MOG0095";"LD04    ";"2022JJ00";"    0.10";"    0.48";"    1.93";"      37";"     175";"    11.8"
"7069";"2030170";"A048710";"A018984";"MOG0095";"PV20    ";"2022JJ00";"    0.12";"    0.47";"    2.04";"      43";"     170";"    12.4"
"7074";"2030170";"A048710";"A018984";"MOG0095";"PV21    ";"2022JJ00";"    0.09";"    0.29";"    1.18";"      33";"     104";"     7.2"
"7079";"2030170";"A048710";"A018984";"MOG0095";"PV22    ";"2022JJ00";"    0.08";"    0.33";"    1.27";"      27";"     120";"     7.7"
"7084";"2030170";"A048710";"A018984";"MOG0095";"PV23    ";"2022JJ00";"    0.13";"    0.54";"    2.16";"      47";"     197";"    13.2"
"7089";"2030170";"A048710";"A018984";"MOG0095";"PV24    ";"2022JJ00";"    0.07";"    0.23";"    0.87";"      24";"      83";"     5.3"
"7094";"2030170";"A048710";"A018984";"MOG0095";"PV25    ";"2022JJ00";"    0.12";"    0.52";"    2.08";"      44";"     191";"    12.7"
"7099";"2030170";"A048710";"A018984";"MOG0095";"PV26    ";"2022JJ00";"    0.11";"    0.52";"    2.01";"      39";"     189";"    12.2"
"7104";"2030170";"A048710";"A018984";"MOG0095";"PV27    ";"2022JJ00";"    0.11";"    0.52";"    2.29";"      41";"     188";"    13.9"
"7109";"2030170";"A048710";"A018984";"MOG0095";"PV28    ";"2022JJ00";"    0.10";"    0.50";"    2.08";"      38";"     184";"    12.7"
"7114";"2030170";"A048710";"A018984";"MOG0095";"PV29    ";"2022JJ00";"    0.08";"    0.27";"    1.28";"      28";"      98";"     7.8"
"7119";"2030170";"A048710";"A018984";"MOG0095";"PV30    ";"2022JJ00";"    0.11";"    0.50";"    1.96";"      39";"     183";"    11.9"
"7124";"2030170";"A048710";"A018984";"MOG0095";"PV31    ";"2022JJ00";"    0.08";"    0.36";"    1.45";"      28";"     132";"     8.8"
"7129";"2030170";"A048710";"A018984";"MOG0095";"1018850 ";"2022JJ00";"    0.13";"    0.60";"    2.65";"      47";"     220";"    16.1"
"7134";"2030170";"A048710";"A018984";"MOG0095";"1018905 ";"2022JJ00";"    0.10";"    0.48";"    1.95";"      38";"     175";"    11.9"
"7139";"2030170";"A048710";"A018984";"MOG0095";"1018955 ";"2022JJ00";"    0.11";"    0.49";"    1.98";"      41";"     179";"    12.1"
"7144";"2030170";"A048710";"A018984";"MOG0095";"1019005 ";"2022JJ00";"    0.10";"    0.46";"    1.79";"      37";"     168";"    10.9"
"7149";"2030170";"A048710";"A018984";"MOG0095";"1019052 ";"2022JJ00";"    0.08";"    0.34";"    1.33";"      31";"     124";"     8.1"
"7154";"2030170";"A048710";"A018984";"MBG0095";"NL01    ";"2022JJ00";"    0.12";"    0.58";"    2.41";"      45";"     211";"    14.7"
"7159";"2030170";"A048710";"A018984";"MBG0095";"LD01    ";"2022JJ00";"    0.13";"    0.57";"    2.28";"      49";"     208";"    13.9"
"7164";"2030170";"A048710";"A018984";"MBG0095";"LD02    ";"2022JJ00";"    0.14";"    0.65";"    2.56";"      52";"     236";"    15.5"
"7169";"2030170";"A048710";"A018984";"MBG0095";"LD03    ";"2022JJ00";"    0.12";"    0.59";"    2.51";"      44";"     215";"    15.3"
"7174";"2030170";"A048710";"A018984";"MBG0095";"LD04    ";"2022JJ00";"    0.12";"    0.60";"    2.59";"      44";"     217";"    15.8"
"7179";"2030170";"A048710";"A018984";"MBG0095";"PV20    ";"2022JJ00";"    0.17";"    0.77";"    3.22";"      62";"     281";"    19.6"
"7184";"2030170";"A048710";"A018984";"MBG0095";"PV21    ";"2022JJ00";"    0.14";"    0.48";"    1.93";"      50";"     176";"    11.8"
"7189";"2030170";"A048710";"A018984";"MBG0095";"PV22    ";"2022JJ00";"    0.13";"    0.65";"    2.34";"      46";"     236";"    14.3"
"7194";"2030170";"A048710";"A018984";"MBG0095";"PV23    ";"2022JJ00";"    0.17";"    0.78";"    3.02";"      61";"     283";"    18.4"
"7199";"2030170";"A048710";"A018984";"MBG0095";"PV24    ";"2022JJ00";"    0.10";"    0.42";"    1.55";"      37";"     152";"     9.4"
"7204";"2030170";"A048710";"A018984";"MBG0095";"PV25    ";"2022JJ00";"    0.15";"    0.68";"    2.73";"      54";"     248";"    16.6"
"7209";"2030170";"A048710";"A018984";"MBG0095";"PV26    ";"2022JJ00";"    0.13";"    0.65";"    2.66";"      47";"     236";"    16.2"
"7214";"2030170";"A048710";"A018984";"MBG0095";"PV27    ";"2022JJ00";"    0.13";"    0.63";"    2.84";"      49";"     231";"    17.3"
"7219";"2030170";"A048710";"A018984";"MBG0095";"PV28    ";"2022JJ00";"    0.12";"    0.60";"    2.47";"      43";"     219";"    15.1"
"7224";"2030170";"A048710";"A018984";"MBG0095";"PV29    ";"2022JJ00";"    0.13";"    0.54";"    2.49";"      47";"     198";"    15.2"
"7229";"2030170";"A048710";"A018984";"MBG0095";"PV30    ";"2022JJ00";"    0.13";"    0.64";"    2.51";"      48";"     234";"    15.2"
"7234";"2030170";"A048710";"A018984";"MBG0095";"PV31    ";"2022JJ00";"    0.11";"    0.56";"    3.22";"      40";"     205";"    19.6"
"7239";"2030170";"A048710";"A018984";"MBG0095";"1018850 ";"2022JJ00";"    0.14";"    0.70";"    3.07";"      53";"     254";"    18.7"
"7244";"2030170";"A048710";"A018984";"MBG0095";"1018905 ";"2022JJ00";"    0.12";"    0.57";"    2.44";"      43";"     206";"    14.8"
"7249";"2030170";"A048710";"A018984";"MBG0095";"1018955 ";"2022JJ00";"    0.13";"    0.61";"    2.50";"      49";"     224";"    15.2"
"7254";"2030170";"A048710";"A018984";"MBG0095";"1019005 ";"2022JJ00";"    0.12";"    0.58";"    2.24";"      44";"     211";"    13.7"
"7259";"2030170";"A048710";"A018984";"MBG0095";"1019052 ";"2022JJ00";"    0.11";"    0.52";"    1.96";"      42";"     190";"    11.9"
"7264";"2030170";"A048710";"A018985";"MW00000";"NL01    ";"2022JJ00";"    0.02";"    0.04";"    0.26";"       8";"      15";"     1.6"
"7269";"2030170";"A048710";"A018985";"MW00000";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7274";"2030170";"A048710";"A018985";"MW00000";"LD02    ";"2022JJ00";"    0.02";"    0.03";"    0.20";"       7";"      12";"     1.2"
"7279";"2030170";"A048710";"A018985";"MW00000";"LD03    ";"2022JJ00";"    0.02";"    0.05";"    0.30";"       8";"      19";"     1.8"
"7284";"2030170";"A048710";"A018985";"MW00000";"LD04    ";"2022JJ00";"    0.02";"    0.03";"    0.25";"       8";"      13";"     1.5"
"7289";"2030170";"A048710";"A018985";"MW00000";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7294";"2030170";"A048710";"A018985";"MW00000";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7299";"2030170";"A048710";"A018985";"MW00000";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7304";"2030170";"A048710";"A018985";"MW00000";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7309";"2030170";"A048710";"A018985";"MW00000";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7314";"2030170";"A048710";"A018985";"MW00000";"PV25    ";"2022JJ00";"    0.02";"    0.03";"    0.20";"       7";"      12";"     1.2"
"7319";"2030170";"A048710";"A018985";"MW00000";"PV26    ";"2022JJ00";"    0.02";"    0.04";"    0.23";"       7";"      15";"     1.4"
"7324";"2030170";"A048710";"A018985";"MW00000";"PV27    ";"2022JJ00";"    0.02";"    0.05";"    0.26";"       8";"      19";"     1.6"
"7329";"2030170";"A048710";"A018985";"MW00000";"PV28    ";"2022JJ00";"    0.02";"    0.06";"    0.36";"       9";"      21";"     2.2"
"7334";"2030170";"A048710";"A018985";"MW00000";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7339";"2030170";"A048710";"A018985";"MW00000";"PV30    ";"2022JJ00";"    0.02";"    0.03";"    0.23";"       7";"      12";"     1.4"
"7344";"2030170";"A048710";"A018985";"MW00000";"PV31    ";"2022JJ00";"    0.03";"    0.04";"    0.30";"      10";"      14";"     1.8"
"7349";"2030170";"A048710";"A018985";"MW00000";"1018850 ";"2022JJ00";"    0.02";"    0.06";"    0.35";"       9";"      23";"     2.1"
"7354";"2030170";"A048710";"A018985";"MW00000";"1018905 ";"2022JJ00";"    0.02";"    0.04";"    0.26";"       8";"      15";"     1.6"
"7359";"2030170";"A048710";"A018985";"MW00000";"1018955 ";"2022JJ00";"    0.02";"    0.03";"    0.28";"       8";"      12";"     1.7"
"7364";"2030170";"A048710";"A018985";"MW00000";"1019005 ";"2022JJ00";"    0.02";"    0.02";"       .";"       7";"       9";"       ."
"7369";"2030170";"A048710";"A018985";"MW00000";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7374";"2030170";"A048710";"A018985";"MOG0095";"NL01    ";"2022JJ00";"    0.02";"    0.04";"    0.23";"       7";"      14";"     1.4"
"7379";"2030170";"A048710";"A018985";"MOG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7384";"2030170";"A048710";"A018985";"MOG0095";"LD02    ";"2022JJ00";"    0.02";"    0.03";"    0.15";"       6";"      10";"     0.9"
"7389";"2030170";"A048710";"A018985";"MOG0095";"LD03    ";"2022JJ00";"    0.02";"    0.05";"    0.25";"       7";"      17";"     1.5"
"7394";"2030170";"A048710";"A018985";"MOG0095";"LD04    ";"2022JJ00";"    0.02";"    0.03";"    0.19";"       7";"      10";"     1.1"
"7399";"2030170";"A048710";"A018985";"MOG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7404";"2030170";"A048710";"A018985";"MOG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7409";"2030170";"A048710";"A018985";"MOG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7414";"2030170";"A048710";"A018985";"MOG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7419";"2030170";"A048710";"A018985";"MOG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7424";"2030170";"A048710";"A018985";"MOG0095";"PV25    ";"2022JJ00";"    0.01";"    0.02";"    0.13";"       5";"       9";"     0.8"
"7429";"2030170";"A048710";"A018985";"MOG0095";"PV26    ";"2022JJ00";"    0.02";"    0.03";"    0.15";"       6";"      12";"     0.9"
"7434";"2030170";"A048710";"A018985";"MOG0095";"PV27    ";"2022JJ00";"    0.02";"    0.04";"    0.17";"       7";"      16";"     1.1"
"7439";"2030170";"A048710";"A018985";"MOG0095";"PV28    ";"2022JJ00";"    0.02";"    0.05";"    0.28";"       7";"      18";"     1.7"
"7444";"2030170";"A048710";"A018985";"MOG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7449";"2030170";"A048710";"A018985";"MOG0095";"PV30    ";"2022JJ00";"    0.02";"    0.03";"    0.15";"       6";"       9";"     0.9"
"7454";"2030170";"A048710";"A018985";"MOG0095";"PV31    ";"2022JJ00";"    0.02";"    0.03";"    0.20";"       7";"       9";"     1.2"
"7459";"2030170";"A048710";"A018985";"MOG0095";"1018850 ";"2022JJ00";"    0.02";"    0.05";"    0.27";"       7";"      20";"     1.7"
"7464";"2030170";"A048710";"A018985";"MOG0095";"1018905 ";"2022JJ00";"    0.02";"    0.04";"    0.21";"       6";"      13";"     1.3"
"7469";"2030170";"A048710";"A018985";"MOG0095";"1018955 ";"2022JJ00";"    0.02";"    0.03";"    0.18";"       7";"       9";"     1.1"
"7474";"2030170";"A048710";"A018985";"MOG0095";"1019005 ";"2022JJ00";"    0.01";"    0.02";"       .";"       5";"       7";"       ."
"7479";"2030170";"A048710";"A018985";"MOG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7484";"2030170";"A048710";"A018985";"MBG0095";"NL01    ";"2022JJ00";"    0.02";"    0.04";"    0.30";"       9";"      16";"     1.8"
"7489";"2030170";"A048710";"A018985";"MBG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7494";"2030170";"A048710";"A018985";"MBG0095";"LD02    ";"2022JJ00";"    0.02";"    0.04";"    0.25";"       9";"      14";"     1.5"
"7499";"2030170";"A048710";"A018985";"MBG0095";"LD03    ";"2022JJ00";"    0.03";"    0.06";"    0.35";"       9";"      21";"     2.1"
"7504";"2030170";"A048710";"A018985";"MBG0095";"LD04    ";"2022JJ00";"    0.03";"    0.04";"    0.31";"       9";"      15";"     1.9"
"7509";"2030170";"A048710";"A018985";"MBG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7514";"2030170";"A048710";"A018985";"MBG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"7519";"2030170";"A048710";"A018985";"MBG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
